Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:16:34,2022-01-11 07:16:36,1.375s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_My courses""))",Chrome 97.0.4692.71,,,2022-01-11 07:16:36,2022-01-11 07:17:08,32.470s,PASSED
"click(findTestObject(""Object Repository/Page_My courses/div_Course image""))",Chrome 97.0.4692.71,,,2022-01-11 07:17:08,2022-01-11 07:17:10,2.075s,PASSED
"click(findTestObject(""Object Repository/Page_Course 1/a_More""))",Chrome 97.0.4692.71,,,2022-01-11 07:17:10,2022-01-11 07:17:42,31.570s,PASSED
"click(findTestObject(""Object Repository/Page_Course 1/a_Question bank""))",Chrome 97.0.4692.71,,,2022-01-11 07:17:42,2022-01-11 07:18:15,33.132s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/button_Create a new question""))",Chrome 97.0.4692.71,,,2022-01-11 07:18:15,2022-01-11 07:18:47,31.720s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/input_Short answer_qtype""))",Chrome 97.0.4692.71,,,2022-01-11 07:18:47,2022-01-11 07:18:47,0.583s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/input_Description_submitbutton""))",Chrome 97.0.4692.71,,,2022-01-11 07:18:47,2022-01-11 07:19:21,33.532s,PASSED
"setText(findTestObject(""Object Repository/Page_Editing a Numerical question/input_Question name_name""), ""Anh le la ai"")",Chrome 97.0.4692.71,,,2022-01-11 07:19:21,2022-01-11 07:19:22,1.288s,PASSED
"setText(findTestObject(""Object Repository/Page_Editing a Numerical question/div_Anh le la ai""), ""<p dir=""ltr"" style=""text-align: left;"">Anh le la ai</p>"")",Chrome 97.0.4692.71,,,2022-01-11 07:19:22,2022-01-11 07:19:23,1.111s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Editing a Numerical question/input_Answer 1_answer0""), 0)",Chrome 97.0.4692.71,,,2022-01-11 07:19:23,2022-01-11 07:19:24,0.478s,PASSED
"setText(findTestObject(""Object Repository/Page_Editing a Numerical question/input_Answer 1_answer0""), ""1"")",Chrome 97.0.4692.71,,,2022-01-11 07:19:24,2022-01-11 07:19:24,0.672s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Editing a Numerical question/select_None        100        90        83._8cdef3""), ""1.0"", true)",Chrome 97.0.4692.71,,,2022-01-11 07:19:24,2022-01-11 07:19:26,1.578s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Editing a Numerical question/input__submitbutton""), 0)",Chrome 97.0.4692.71,,,2022-01-11 07:19:26,2022-01-11 07:19:26,0.365s,PASSED
"click(findTestObject(""Object Repository/Page_Editing a Numerical question/input__submitbutton""))",Chrome 97.0.4692.71,,,2022-01-11 07:19:26,2022-01-11 07:19:27,1.332s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 07:19:27,2022-01-11 07:19:28,0.643s,PASSED
,,,,,,,
Test Cases/Question bank/Add a True False question,Chrome 97.0.4692.71,,,2022-01-11 07:19:28,2022-01-11 07:22:52,3m - 23.688s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 07:19:28,2022-01-11 07:19:30,1.216s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 07:19:30,2022-01-11 07:19:30,0.662s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:19:30,2022-01-11 07:19:31,0.689s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""admin"")",Chrome 97.0.4692.71,,,2022-01-11 07:19:31,2022-01-11 07:19:32,0.903s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 07:19:32,2022-01-11 07:19:32,0.390s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:19:32,2022-01-11 07:19:33,1.145s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_My courses""))",Chrome 97.0.4692.71,,,2022-01-11 07:19:33,2022-01-11 07:20:06,32.078s,PASSED
"click(findTestObject(""Object Repository/Page_My courses/div_Course image""))",Chrome 97.0.4692.71,,,2022-01-11 07:20:06,2022-01-11 07:20:07,1.590s,PASSED
"click(findTestObject(""Object Repository/Page_Course 1/a_More""))",Chrome 97.0.4692.71,,,2022-01-11 07:20:07,2022-01-11 07:20:39,31.588s,PASSED
"click(findTestObject(""Object Repository/Page_Course 1/a_Question bank""))",Chrome 97.0.4692.71,,,2022-01-11 07:20:39,2022-01-11 07:21:11,32.439s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/button_Create a new question""))",Chrome 97.0.4692.71,,,2022-01-11 07:21:11,2022-01-11 07:21:43,31.645s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/label_TrueFalse                            _836f0e""))",Chrome 97.0.4692.71,,,2022-01-11 07:21:43,2022-01-11 07:22:14,31.444s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/input_Description_submitbutton""))",Chrome 97.0.4692.71,,,2022-01-11 07:22:14,2022-01-11 07:22:47,32.461s,PASSED
"setText(findTestObject(""Object Repository/Page_Editing a TrueFalse question/input_Question name_name""), ""Anh le la ai"")",Chrome 97.0.4692.71,,,2022-01-11 07:22:47,2022-01-11 07:22:48,1.511s,PASSED
"setText(findTestObject(""Object Repository/Page_Editing a TrueFalse question/div_Anh le la ai""), ""<p dir=""ltr"" style=""text-align: left;"" id=""yui_3_17_2_1_1641726640458_1708"">Anh le la ai</p>"")",Chrome 97.0.4692.71,,,2022-01-11 07:22:48,2022-01-11 07:22:49,1.157s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Editing a TrueFalse question/input__submitbutton""), 0)",Chrome 97.0.4692.71,,,2022-01-11 07:22:49,2022-01-11 07:22:50,0.470s,PASSED
"click(findTestObject(""Object Repository/Page_Editing a TrueFalse question/input__submitbutton""))",Chrome 97.0.4692.71,,,2022-01-11 07:22:50,2022-01-11 07:22:51,1.331s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 07:22:51,2022-01-11 07:22:52,0.642s,PASSED
,,,,,,,
Test Cases/Question bank/Add a essay question in question bank,Chrome 97.0.4692.71,,,2022-01-11 07:22:52,2022-01-11 07:25:43,2m - 51.690s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 07:22:52,2022-01-11 07:22:53,1.146s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 07:22:53,2022-01-11 07:22:54,0.474s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:22:54,2022-01-11 07:22:54,0.593s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""beta"")",Chrome 97.0.4692.71,,,2022-01-11 07:22:54,2022-01-11 07:22:55,0.877s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 07:22:55,2022-01-11 07:22:56,0.410s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:22:56,2022-01-11 07:22:57,0.946s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_My courses""))",Chrome 97.0.4692.71,,,2022-01-11 07:22:57,2022-01-11 07:23:29,32.035s,PASSED
"click(findTestObject(""Object Repository/Page_My courses/div_Course image""))",Chrome 97.0.4692.71,,,2022-01-11 07:23:29,2022-01-11 07:23:30,1.662s,PASSED
"click(findTestObject(""Object Repository/Page_Course 2/a_More""))",Chrome 97.0.4692.71,,,2022-01-11 07:23:30,2022-01-11 07:24:02,31.598s,PASSED
"click(findTestObject(""Object Repository/Page_Course 2/a_Question bank""))",Chrome 97.0.4692.71,,,2022-01-11 07:24:02,2022-01-11 07:24:34,32.251s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/button_Create a new question""))",Chrome 97.0.4692.71,,,2022-01-11 07:24:34,2022-01-11 07:25:06,31.657s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/input_Numerical_qtype""))",Chrome 97.0.4692.71,,,2022-01-11 07:25:06,2022-01-11 07:25:06,0.503s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/input_Description_submitbutton""))",Chrome 97.0.4692.71,,,2022-01-11 07:25:06,2022-01-11 07:25:39,32.614s,PASSED
"setText(findTestObject(""Object Repository/Page_Editing an Essay question/input_Question name_name""), ""Quiz 5"")",Chrome 97.0.4692.71,,,2022-01-11 07:25:39,2022-01-11 07:25:40,1.428s,PASSED
"setText(findTestObject(""Object Repository/Page_Editing an Essay question/div_Quiz 5""), ""<p dir=""ltr"" style=""text-align: left;"" id=""yui_3_17_2_1_1641855428617_1717"">Quiz 5</p>"")",Chrome 97.0.4692.71,,,2022-01-11 07:25:40,2022-01-11 07:25:41,1.172s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Editing an Essay question/input__submitbutton""), 0)",Chrome 97.0.4692.71,,,2022-01-11 07:25:41,2022-01-11 07:25:42,0.462s,PASSED
"click(findTestObject(""Object Repository/Page_Editing an Essay question/input__submitbutton""))",Chrome 97.0.4692.71,,,2022-01-11 07:25:42,2022-01-11 07:25:43,0.915s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 07:25:43,2022-01-11 07:25:43,0.651s,PASSED
,,,,,,,
Test Cases/Question bank/Duplicate a essay question,Chrome 97.0.4692.71,,,2022-01-11 07:25:44,2022-01-11 07:27:32,1m - 48.021s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 07:25:44,2022-01-11 07:25:45,1.203s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 07:25:45,2022-01-11 07:25:45,0.467s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:25:45,2022-01-11 07:25:46,0.668s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""beta"")",Chrome 97.0.4692.71,,,2022-01-11 07:25:46,2022-01-11 07:25:47,0.819s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 07:25:47,2022-01-11 07:25:47,0.420s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:25:47,2022-01-11 07:25:48,0.897s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_My courses""))",Chrome 97.0.4692.71,,,2022-01-11 07:25:48,2022-01-11 07:26:20,31.753s,PASSED
"click(findTestObject(""Object Repository/Page_My courses/div_Course image""))",Chrome 97.0.4692.71,,,2022-01-11 07:26:20,2022-01-11 07:26:22,1.741s,PASSED
"click(findTestObject(""Object Repository/Page_Course 2/a_More""))",Chrome 97.0.4692.71,,,2022-01-11 07:26:22,2022-01-11 07:26:53,31.612s,PASSED
"click(findTestObject(""Object Repository/Page_Course 2/a_Question bank""))",Chrome 97.0.4692.71,,,2022-01-11 07:26:53,2022-01-11 07:27:26,32.226s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Edit questions/a_Edit""), 0)",Chrome 97.0.4692.71,,,2022-01-11 07:27:26,2022-01-11 07:27:27,1.022s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/a_Edit""))",Chrome 97.0.4692.71,,,2022-01-11 07:27:27,2022-01-11 07:27:27,0.418s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/a_Duplicate""))",Chrome 97.0.4692.71,,,2022-01-11 07:27:27,2022-01-11 07:27:28,1.157s,PASSED
"setText(findTestObject(""Object Repository/Page_Editing an Essay question/input_Question name_name""), ""Quiz 5"")",Chrome 97.0.4692.71,,,2022-01-11 07:27:28,2022-01-11 07:27:30,1.538s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Editing an Essay question/input_Tuesday, 11 January 2022, 657 AM_subm_3b0f34""), 0)",Chrome 97.0.4692.71,,,2022-01-11 07:27:30,2022-01-11 07:27:30,0.335s,PASSED
"click(findTestObject(""Object Repository/Page_Editing an Essay question/input_Tuesday, 11 January 2022, 657 AM_subm_3b0f34""))",Chrome 97.0.4692.71,,,2022-01-11 07:27:30,2022-01-11 07:27:31,0.819s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 07:27:31,2022-01-11 07:27:32,0.629s,PASSED
,,,,,,,
Test Cases/Question bank/Edit a essay question,Chrome 97.0.4692.71,,,2022-01-11 07:27:32,2022-01-11 07:29:19,1m - 47.759s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 07:27:32,2022-01-11 07:27:33,1.120s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 07:27:33,2022-01-11 07:27:33,0.444s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:27:33,2022-01-11 07:27:34,0.639s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""beta"")",Chrome 97.0.4692.71,,,2022-01-11 07:27:34,2022-01-11 07:27:35,0.788s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 07:27:35,2022-01-11 07:27:35,0.417s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:27:35,2022-01-11 07:27:36,0.914s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_My courses""))",Chrome 97.0.4692.71,,,2022-01-11 07:27:36,2022-01-11 07:28:08,31.881s,PASSED
"click(findTestObject(""Object Repository/Page_My courses/div_Course image""))",Chrome 97.0.4692.71,,,2022-01-11 07:28:08,2022-01-11 07:28:09,1.415s,PASSED
"click(findTestObject(""Object Repository/Page_Course 2/a_More""))",Chrome 97.0.4692.71,,,2022-01-11 07:28:09,2022-01-11 07:28:41,31.541s,PASSED
"click(findTestObject(""Object Repository/Page_Course 2/a_Question bank""))",Chrome 97.0.4692.71,,,2022-01-11 07:28:41,2022-01-11 07:29:13,32.143s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Edit questions/a_Edit""), 0)",Chrome 97.0.4692.71,,,2022-01-11 07:29:13,2022-01-11 07:29:14,1.019s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/a_Edit""))",Chrome 97.0.4692.71,,,2022-01-11 07:29:14,2022-01-11 07:29:15,0.419s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/a_Edit question""))",Chrome 97.0.4692.71,,,2022-01-11 07:29:15,2022-01-11 07:29:16,1.124s,PASSED
"click(findTestObject(""Object Repository/Page_Editing an Essay question/div_Question name""))",Chrome 97.0.4692.71,,,2022-01-11 07:29:16,2022-01-11 07:29:17,0.959s,PASSED
"setText(findTestObject(""Object Repository/Page_Editing an Essay question/input_Question name_name""), ""Quiz 5"")",Chrome 97.0.4692.71,,,2022-01-11 07:29:17,2022-01-11 07:29:18,1.024s,PASSED
"click(findTestObject(""Object Repository/Page_Editing an Essay question/input_Preview_submitbutton""))",Chrome 97.0.4692.71,,,2022-01-11 07:29:18,2022-01-11 07:29:19,0.998s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 07:29:19,2022-01-11 07:29:19,0.640s,PASSED
,,,,,,,
Test Cases/Question bank/Preview a question in question bank,Chrome 97.0.4692.71,,,2022-01-11 07:29:19,2022-01-11 07:31:07,1m - 47.826s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 07:29:20,2022-01-11 07:29:21,1.169s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 07:29:21,2022-01-11 07:29:21,0.433s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:29:21,2022-01-11 07:29:22,0.656s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""beta"")",Chrome 97.0.4692.71,,,2022-01-11 07:29:22,2022-01-11 07:29:23,0.901s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 07:29:23,2022-01-11 07:29:23,0.399s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:29:23,2022-01-11 07:29:24,0.890s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_My courses""))",Chrome 97.0.4692.71,,,2022-01-11 07:29:24,2022-01-11 07:29:56,31.863s,PASSED
"click(findTestObject(""Object Repository/Page_My courses/div_Course image""))",Chrome 97.0.4692.71,,,2022-01-11 07:29:56,2022-01-11 07:29:57,1.606s,PASSED
"click(findTestObject(""Object Repository/Page_Course 2/a_More""))",Chrome 97.0.4692.71,,,2022-01-11 07:29:57,2022-01-11 07:30:29,31.679s,PASSED
"click(findTestObject(""Object Repository/Page_Course 2/a_Question bank""))",Chrome 97.0.4692.71,,,2022-01-11 07:30:29,2022-01-11 07:31:01,32.195s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Edit questions/a_Edit""), 0)",Chrome 97.0.4692.71,,,2022-01-11 07:31:01,2022-01-11 07:31:02,1.022s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/a_Edit""))",Chrome 97.0.4692.71,,,2022-01-11 07:31:02,2022-01-11 07:31:03,0.387s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/span_Preview""))",Chrome 97.0.4692.71,,,2022-01-11 07:31:03,2022-01-11 07:31:04,1.424s,PASSED
"click(findTestObject(""Object Repository/Page_Preview question Quiz 5/input_Rich text editor_finish""))",Chrome 97.0.4692.71,,,2022-01-11 07:31:04,2022-01-11 07:31:06,1.498s,PASSED
"click(findTestObject(""Object Repository/Page_Preview question Quiz 5/a_Close preview""))",Chrome 97.0.4692.71,,,2022-01-11 07:31:06,2022-01-11 07:31:06,0.784s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 07:31:06,2022-01-11 07:31:07,0.642s,PASSED
,,,,,,,
Test Cases/Question bank/Export essay quesion as XML,Chrome 97.0.4692.71,,,2022-01-11 07:31:07,2022-01-11 07:32:52,1m - 44.439s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 07:31:07,2022-01-11 07:31:09,1.145s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 07:31:09,2022-01-11 07:31:09,0.451s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:31:09,2022-01-11 07:31:10,0.616s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""beta"")",Chrome 97.0.4692.71,,,2022-01-11 07:31:10,2022-01-11 07:31:11,0.948s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 07:31:11,2022-01-11 07:31:11,0.468s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:31:11,2022-01-11 07:31:12,0.915s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_My courses""))",Chrome 97.0.4692.71,,,2022-01-11 07:31:12,2022-01-11 07:31:44,31.688s,PASSED
"click(findTestObject(""Object Repository/Page_My courses/div_Course image""))",Chrome 97.0.4692.71,,,2022-01-11 07:31:44,2022-01-11 07:31:45,1.447s,PASSED
"click(findTestObject(""Object Repository/Page_Course 2/a_More""))",Chrome 97.0.4692.71,,,2022-01-11 07:31:45,2022-01-11 07:32:17,31.479s,PASSED
"click(findTestObject(""Object Repository/Page_Course 2/a_Question bank""))",Chrome 97.0.4692.71,,,2022-01-11 07:32:17,2022-01-11 07:32:49,32.260s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Edit questions/a_Edit""), 0)",Chrome 97.0.4692.71,,,2022-01-11 07:32:49,2022-01-11 07:32:50,0.997s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/a_Edit""))",Chrome 97.0.4692.71,,,2022-01-11 07:32:50,2022-01-11 07:32:50,0.364s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/span_Export as Moodle XML""))",Chrome 97.0.4692.71,,,2022-01-11 07:32:50,2022-01-11 07:32:51,0.711s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 07:32:51,2022-01-11 07:32:52,0.645s,PASSED
,,,,,,,
Test Cases/Question bank/Delete a question in question bank,Chrome 97.0.4692.71,,,2022-01-11 07:32:52,2022-01-11 07:35:08,2m - 16.538s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-11 07:32:52,2022-01-11 07:32:53,1.168s,PASSED
"navigateToUrl(""http://localhost/"")",Chrome 97.0.4692.71,,,2022-01-11 07:32:53,2022-01-11 07:32:54,0.630s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh/a_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:32:54,2022-01-11 07:32:54,0.596s,PASSED
"setText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Username_username""), ""beta"")",Chrome 97.0.4692.71,,,2022-01-11 07:32:54,2022-01-11 07:32:55,0.838s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/input_Password_password""), ""eGmz8XUbrLe3vUQiiiujBg=="")",Chrome 97.0.4692.71,,,2022-01-11 07:32:55,2022-01-11 07:32:55,0.384s,PASSED
"click(findTestObject(""Object Repository/Page_L Tm Anh Log in to the site/button_Log in""))",Chrome 97.0.4692.71,,,2022-01-11 07:32:55,2022-01-11 07:32:56,0.900s,PASSED
"click(findTestObject(""Object Repository/Page_Dashboard/a_My courses""))",Chrome 97.0.4692.71,,,2022-01-11 07:32:56,2022-01-11 07:33:28,31.749s,PASSED
"click(findTestObject(""Object Repository/Page_My courses/div_Course image""))",Chrome 97.0.4692.71,,,2022-01-11 07:33:28,2022-01-11 07:33:30,1.445s,PASSED
"click(findTestObject(""Object Repository/Page_Course 2/a_More""))",Chrome 97.0.4692.71,,,2022-01-11 07:33:30,2022-01-11 07:34:01,31.409s,PASSED
"click(findTestObject(""Object Repository/Page_Course 2/a_Question bank""))",Chrome 97.0.4692.71,,,2022-01-11 07:34:01,2022-01-11 07:34:33,32.302s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Edit questions/a_Edit""), 0)",Chrome 97.0.4692.71,,,2022-01-11 07:34:33,2022-01-11 07:34:34,0.731s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/a_Edit""))",Chrome 97.0.4692.71,,,2022-01-11 07:34:34,2022-01-11 07:34:34,0.410s,PASSED
"click(findTestObject(""Object Repository/Page_Edit questions/a_Delete""))",Chrome 97.0.4692.71,,,2022-01-11 07:34:34,2022-01-11 07:34:35,0.791s,PASSED
"click(findTestObject(""Object Repository/Page_Delete selected question/button_Delete""))",Chrome 97.0.4692.71,,,2022-01-11 07:34:35,2022-01-11 07:35:07,32.226s,PASSED
closeBrowser(),Chrome 97.0.4692.71,,,2022-01-11 07:35:07,2022-01-11 07:35:08,0.678s,PASSED
